task_id,pillar,month,owner,action,why,how,priority,estimated_hours,acceptance,document_reference,sop_reference
CN-02,Content,M2,Aleksa + Content,Already-ranking blog batch (3 title-only + 2 content-update),Same compounding logic as CN-01 but applied to non-insurance high-impression articles. percocet-overview at 0.10% CTR / 40K imp is the single biggest CTR-disaster on the site. alcohol-recovery-statistics is 1 position from top-10.,Open Arms_Acres_Blog_Refresh_3Month.xlsx. Title-only (3): percocet-overview + ambien-cold-turkey (55K imp) + how-addictive-is-xanax. Content-update (2): alcohol-recovery-statistics (refresh stats + add NY-specific block) + cost-without-insurance (add AA's sliding-scale + financing if confirmed via Owner Conversation Items). Internal-link both content-updates to /inpatient/adult-rehabilitation. Cannibalization check vs CN-01 insurance batch.,P1-stretch,8,3 title-only updates + 2 content-updates shipped; cannibalization check log,Arms_Acres_Blog_Refresh_3Month.xlsx,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
CN-03,Content,M3,Content,M3 supporting articles for Tier-1 pages (3 NEW articles),Reinforces /alcohol-rehab-new-york + /detox-new-york + /inpatient/adult-rehabilitation topical clusters once SP-01 + SP-02 ship. Per competitor brief content posture: NO new blog content except supporting Tier-1 pages.,3 NEW articles: 'What to Expect: NY State Inpatient Rehab Admissions' (supports adult-rehab + alcohol-rehab-NY) · 'Medical Detox in NY: Hospital vs Standalone Facility' (supports detox-NY) · 'How Long Does Inpatient Rehab Last in NY' (supports adult-rehab + alcohol-rehab-NY). Each article internal-links to its target Tier-1 page from intro + body + CTA. Watch cannibalization with existing 150+ post AA blog cluster.,P1-stretch,12,3 articles published + each internal-links to its target Tier-1 page + cannibalization check log,—,HQDM/A - HQDM SOPs/Content/Blog-Refresh-SOP
LG-INPC-01,Local/GBP,M1,GBP Ops + Aleksandar,GBP description refresh — Inpatient Carmel (defend + extend),"Inpatient Carmel has a 536-char description. Already ranking #1 across the 169-cell Carmel grid for Carmel-modifier queries; rank 4-15 for substance-specific mid-funnel queries (detox 4.96, substance use facilities 5.4, alcoholic counseling 7.86, rehab 14.5). Description refresh defends top-3 queries and extends into mid-rank ones.",Bring 536 → 750 chars. Pack: inpatient addiction treatment + medical detox + alcohol detox + opioid detox + benzo detox + MAT (methadone + Suboxone) + dual diagnosis + Hudson Valley + Putnam County + insurance accepted (Aetna / Medicare / Medicaid / Tricare) + intake phone + Liberation Programs Inc. Reference /inpatient/adult-rehabilitation + /inpatient/detox-program by named services. Looks like a normal owner-driven refresh — not keyword-stuffed.,P0-must,1,New description live in knowledge panel; screenshot; service mentions traceable to specific /inpatient/* URLs,—,HQDM/A - HQDM SOPs/Local-GBP/GBP-Description-SOP
LG-INPC-02,Local/GBP,M1,GBP Ops + Aleksa,GBP services-list completion — each item maps to a site URL,"Closes the GBP↔site URL connection. Each service item should point at a real conversion page on the site, not the homepage. SP-06 audit enumerates the full mapping; this task executes the GBP-side updates.",Add or refine service items: 'Inpatient Rehab' → /inpatient/adult-rehabilitation; 'Medical Detox' → /inpatient/detox-program; 'Alcohol Detox' → /inpatient/detox-program (anchor); 'Opioid Detox + MAT' → /service/medication-assisted-therapy; 'Dual Diagnosis' → build queue (SP-06 gap); 'Methadone Continuation' → /service/medication-assisted-therapy (AA Inpatient ranks #1 for 'carmel methadone clinic'); 'Psychiatric Services' → /service/psychiatric-services; 'Family Therapy / Aftercare' → /service/alumni. Each gets a 700-char description per HQDM On-Page Optimization SOP.,P0-must,1.5,Services list complete with ≥7 items + each URL field links to a real /inpatient/* or /service/* page,—,HQDM/A - HQDM SOPs/Local-GBP/GBP-Description-SOP
LG-INPC-03,Local/GBP,M1,GBP Ops + Aleksa,GBP category expansion — Inpatient Carmel,Currently 5 categories (Addiction treatment center + Alcoholism treatment program + Mental health clinic + Mental health service + Rehabilitation center). Adding 2 clinically-true categories broadens keyword surface + brings closer to Ascendant's 9-category benchmark. Don't over-expand on a #1 pin.,Add: Detox center + Counselor (gated on clinical-roster confirmation — Owner Conversation Items). Target 7. Counselor / Psychiatrist / Psychologist / Psychotherapist beyond that gated on Owner Conversation clinical roster.,P0-must,0.5,Categories at 7; clinical-roster-gated categories queued post-Owner Conversation,—,HQDM/A - HQDM SOPs/Local-GBP/GBP-Description-SOP
LG-INPC-04,Local/GBP,M1,GBP Ops,GBP attribute completion — Inpatient Carmel,Currently 2 attributes. Maps users filtering by accessibility + service-options + amenities + identifies-as + payments only see GBPs with those attributes set. Bringing Inpatient to 6 matches Ascendant's depth + improves filter eligibility.,Add: service_options (has_onsite_services + has_online_care + accepts_new_patients) + accessibility (has_wheelchair_accessible_parking + has_wheelchair_accessible_entrance) + amenities (has_restroom_unisex) + identifies-as (LGBTQ+ friendly if applicable per Owner Conversation) + payments (Medicaid + private insurance + sliding scale). Target ≥6 attribute keys.,P0-must,0.5,Attribute count ≥6; filter eligibility verified in Maps search,—,HQDM/A - HQDM SOPs/Local-GBP/GBP-Description-SOP
LG-INPC-05,Local/GBP,M1-M3,GBP Ops + Julce,GBP Posts cadence — Inpatient Carmel (24 posts across 3 months),"Inpatient has ~10 active Posts. Sustained 2-3/week for 3 months = ~24 new Posts, each linking to a specific site page per §06 GBP↔site connection plan. Each Post becomes a distribution channel for the CN-01 article batch + service-page improvements + new SP-01/SP-02 pages.",Open GBP_Posts_3Month sheet. 24 rows total — 8 per month (Wk 1-12). Each row enumerates the post # + topic theme + anchored service + anchored location + target page URL + suggested headline + body direction + CTA + image direction. Each Post image runs through ExifTool keyword-injection per GBP Maps Training Manual SOP Step 1.,P0-must,8,≥24 Posts shipped by end of M3; ≥80% link to a corresponding site page; image-metadata audit confirms ExifTool injection on every Post image,Arms_Acres_GBP_Posts_3Month.xlsx,HQDM/A - HQDM SOPs/Local-GBP/GBP-Posts-SOP
LG-INPC-06,Local/GBP,M2,GBP Ops + Aleksa,Owner-reply to all <4-star reviews — Inpatient Carmel,Inpatient has 36.8% one-star content density on 133 reviews (~49 negative reviews). Owner-replies are a Maps-ranking signal per HQDM Review-response SOP + a trust signal future patients read. Each reply referencing a specific site page turns review-reading into page-finding.,Empathy + outcome statement per Review-response SOP on every <4-star review. Reference specific /inpatient/* or /service/* page where contextually appropriate. Owner replies only — direct response is straightforward on the managed pin.,P0-must,4,Every <4-star Inpatient review has an owner reply with relevant site URL where applicable,—,HQDM/A - HQDM SOPs/Local-GBP/GBP-QA-Response-SOP
LG-INPC-07,Local/GBP,M1,GBP Ops + Aleksa,GBP Q&A — answer 25 existing + seed 10-15 more,"Inpatient has 25 publicly-captured Q&As, 0 owner-answered. Same pattern across the entire competitive set — Ascendant 13/0, Cornerstone 27/0, Mountainside 5/0, CoveCare 1/0. Whole market has an empty owner-Q&A surface. 40 Q&As at portfolio-parity puts AA 5× ahead at ~3 hours of work.",Step 1: reply from info@ to all 25 existing captured Q&As. Each reply 100-150 chars + specific site-URL reference where contextually relevant. Step 2: seed 10-15 new patient-facing Q&As via aged-Gmail pool for asking + info@ for replies. Topics: insurance carriers + Medicaid + MAT (methadone + Suboxone) + dual diagnosis + length of stay + family visitation + intake hours + parking + accessibility + Spanish-language services + admission process + insurance verification.,P0-must,3,25 existing Q&As have owner replies + 10-15 new Q&As live + each reply references a specific site URL where applicable,—,HQDM/A - HQDM SOPs/Local-GBP/GBP-QA-Response-SOP
LG-INPC-08,Local/GBP,M1,Julce + GBP Ops,ExifTool keyword-injection + re-upload existing 9 photos,"Inpatient currently has 9 photos. Ascendant has 90. Before net-new photo intake (Owner Conversation), existing 9 assets can be re-processed through ExifTool to inject target keywords + GPS coords per GBP Maps Training Manual SOP Step 1 — every photo becomes a Maps ranking signal.",Run all 9 existing Inpatient photos through ExifTool to inject target keywords (inpatient detox + drug rehab + alcohol rehab + Carmel NY + Hudson Valley + Putnam County) + GPS coord matching 75 Seminary Hill Rd. Re-upload via GBP Manager. Net-new photo intake (target 25+) escalated via Owner Conversation Items.,P0-must,1,9 photos re-uploaded with injected metadata; ExifTool audit confirms injection; net-new photo intake decision logged in Owner Conversation Items,—,HQDM/A - HQDM SOPs/Local-GBP/Photo-Geo-Tag-SOP
LG-INF-01,Local/GBP,M1,Aleksa + Marija,LD grid setup — Bronx OP (the missing 4th grid),"AA has 2 LD grids running (Queens OP weekly + Inpatient Carmel monthly — Inpatient grid co-tracks Carmel OP automatically so no separate Carmel OP grid needed). The single missing piece is Bronx OP, which has no LD coverage at its actual 3584 Jerome Ave / Norwood coord. Without a Bronx grid, any 'AA invisible in Bronx' claim is unsupported by data.","Add Bronx OP grid at 3584 Jerome Ave (Norwood Bronx). 169 cells, weekly cadence. Keyword set: alcohol rehab + drug rehab + alcohol detox + drug detox + drug rehab near me + alcohol rehab near me + alcohol detox near me + drug detox near me + detox + rehab (matches existing Queens setup for direct comparability). 4-week baseline by M2 close.",P0-must,1,Bronx grid live; first weekly scan landed; M2 4-week baseline captured,—,HQDM/A - HQDM SOPs/Local-GBP/LD-Grid-Setup-SOP
LG-INF-02,Local/GBP,M3,Aleksandar,Maps SERP re-pull at Bronx + Queens coords — passive measurement,Re-pulls Maps SERP at unmanaged-pin coordinates with the same query set as the M1 baseline. HQDM has no execution on Bronx + Queens GBPs in Q2 absent access; tracks any movement attributable to AA-side activity + supports the access-conversation business case (no movement after a quarter is the data point that makes the access ask harder to dismiss).,Run Maps SERP query set at Bronx + Queens coordinates. Same queries as M1 baseline. Delta vs M1 baseline = report metric in RP-01.,P1-stretch,2,Re-pull complete + delta sheet vs M1 + report row for RP-01,—,HQDM/A - HQDM SOPs/Local-GBP/LD-Grid-Setup-SOP
LG-INF-03,Local/GBP,M3,Aleksandar,LD coverage analysis + per-pin per-cluster delta report,"After 60+ days of new keyword tracking, the 3-grid setup (Queens + Inpatient + Bronx) gives per-pin per-cluster rank deltas. Feeds the Q3 framework decision + RP-01 close-out.",Per-pin per-cluster rank delta sheet vs M1 baseline. Identify which Carmel-modifier keywords are still ranking top-3 (defend) vs slipping (action). For Queens: which cells moved top-10 → top-3. For Bronx: M2 baseline → M3 delta.,P1-stretch,4,Per-pin per-cluster rank delta sheet; M3 framework input ready,—,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
OFF-01_M1,Off-Page,M1,Julce,Citation buildout — foundational + gov (5 citations),Per HQDM Citation Submission SOP — Tier-1 foundational batch. Gov + critical-trust citations unlock the Gemini LLM citation surface (Gemini leans on samhsa.gov + oasas.ny.gov for SUD queries). All 5 free + easy + per-facility-supportable.,Open Arms_Acres_OffPage_Citations_3Month.xlsx filter month=M1 (5 rows): SAMHSA Treatment Locator (treatmentlocator.samhsa.gov) · NYS OASAS Find a Provider (oasas.ny.gov) · startyourrecovery.org (Shatterproof — 3-of-3 competitor coverage) · psychologytoday.com (free profile per facility; clinician profiles gated on Owner Conversation roster) · the 5th row TBD per AA-specific competitor gap. NAP matches GBP canonical.,P0-must,5,All 5 submitted with NAP consistent; submission confirmations + listing URLs logged in sheet,Arms_Acres_OffPage_Citations_3Month.xlsx,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
OFF-01_M2,Off-Page,M2,Julce,Citation buildout — vertical SUD directories (5 citations),Vertical-relevance citations broaden the citation surface for non-Gemini LLMs + classic local-pack signals.,Open Arms_Acres_OffPage_Citations_3Month.xlsx filter month=M2 (5 rows): alcoholism.org (3-comp gap) · best-rehabs.com (3-comp gap) · rehab.com · addictionresource.com · rehabspot.com. NAP consistent across all; per-facility coverage where applicable.,P0-must,4,All 5 submitted; NAP consistent; listing URLs logged,Arms_Acres_OffPage_Citations_3Month.xlsx,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
OFF-01_M3,Off-Page,M3,Julce,Citation buildout — local NY + recovery community (5 citations),Local-relevance + community-recovery citations support neighborhood-specific search intent + open community-referral pathways.,Open Arms_Acres_OffPage_Citations_3Month.xlsx filter month=M3 (5 rows): Putnam County NY services directory · Town of Carmel directory · Dutchess + Westchester County resource pages · NYC HRA mental health resource page · NAMI New York / NAMI Hudson Valley. Explicitly skip NA-NYC + AA-NYC chapters — Arms 'A.A.' Acres has brand-confusion risk with Alcoholics Anonymous NYC chapter.,P0-must,4,5 submitted; per-facility coverage where applicable; brand-confusion skip documented,Arms_Acres_OffPage_Citations_3Month.xlsx,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
OFF-02,Off-Page,M2,Julce + Aleksandar,Pitch contributed article to behavioralhealthnews.org,Industry trade publication. 2-of-5 competitor coverage. 4-6 week editorial lead — start M2 land M3. Clinical-lead byline gated on Owner Conversation clinical roster.,Hudson Valley SUD trends in 2026 byline. Editor outreach + proposed angle + clinical-lead bio. If accepted: draft commissioned M3.,P1-stretch,3,Pitch sent + editor response logged; if accepted draft commissioned in M3,—,HQDM/A - HQDM SOPs/Off-Page/Press-Release-SOP
OFF-03,Off-Page,M3,Julce,Psychology Today profile audit + completion,PsychologyToday is industry-must-have — every clinical service provider should have facility + clinician profiles. Foundation citation that supports both organic + LLM citation surface.,Confirm all 4 facility addresses indexed on PT. Profile-completion checklist per facility + per clinician. Corrections submitted where needed.,P1-stretch,4,Audit doc lists every profile + status (complete / incomplete / missing); corrections submitted,—,HQDM/A - HQDM SOPs/Off-Page/Citation-Submission-SOP
OFF-04,Off-Page,M3,Aleksandar + Content,Linkable asset concept v1 — Q3 commission,Identifies 2-3 linkable asset concepts for Q3 execution. PR + content cycle needs M1-M2 leadtime before commission + publication.,3 concept briefs: Hudson Valley SUD resource guide / NY Medicaid rehab access guide / patient-journey explainer. Each brief: topic + format + outreach angle + target audience.,Q3-defer,3,3 concept briefs ready for Q3 execution decision,—,HQDM/A - HQDM SOPs/Off-Page/Press-Release-SOP
OFF-05,Off-Page,M3,Julce + Aleksandar,Disavow review + spam-domain cleanup (replaces SEO NEO stack),"Replaces the halted SEO NEO / DAS / Sniper / Blast / RD100 / AI-Article / NAP-overlay / GMB-pin stack. Backlink profile = 17K BLs / 504 RDs / spam 19. Pull anchor + toxic patterns from DataForSEO Backlinks; build disavow list of pure-spam patterns only (not borderline). AA spam score is moderate, not acute — file is staged in M3 for AA-side GSC upload approval.",Pull AA Backlinks via DataForSEO; classify anchor types; identify pure-spam patterns (PBN footprints + porn/gambling adjacency + non-English thin-content sites); build disavow.txt; deliver to AA tech owner with upload memo (per Owner Conversation Item 11).,P0-must,3,Disavow file ready for AA SC upload; AA-side approval status logged,—,HQDM/A - HQDM SOPs/Off-Page/Disavow-SOP
OFF-06,Off-Page,M2,Julce + Aleksandar,Local PR + Hudson Valley press placement (replaces SEO NEO stack),Replaces halted SEO NEO / AI-Article stack with editorial outreach. Local press placements are durable trust signals + carry the kind of citation context LLMs reward. Target Hudson Valley + Putnam County + NY metro outlets.,Editorial outreach to: hvmag.com (Hudson Valley Magazine) · pressrepublican.com · poughkeepsiejournal.com · timesunion.com · NY Times Hudson Valley desk. Angles: SUD trends 2026 / Medicaid expansion impact / Liberation Programs 30-year retrospective. 1 pitch landed = 1 editorial placement minimum.,P1-stretch,5,Outreach log + ≥1 editorial placement secured OR pitched-and-tracked status for Q3 carryover,—,HQDM/A - HQDM SOPs/Off-Page/Press-Release-SOP
RP-01,Reporting,M3,Aleksandar,Q2 close-out report — planned → executed → impact,Quarterly performance correlation report for the Recovery accounts strategy framework. Every M1-M3 task → action → outcome metric (Maps rank / clicks / conv). First close-out under the strategy-first model.,Pull task-by-task: planned action + execution status + outcome metric (per LG-INF-03 grid deltas + CN-01_M3 article delta + GA4 conversion delta + OFF-01 citation live-listing count). Per-row Result/Notes + Evidence column populated. Client-facing version derived from internal.,P0-must,8,Single report shipped; every row has Result/Notes + Evidence column populated; client-facing version ready,—,HQDM/A - HQDM SOPs/Reporting/Quarterly-Close-Out-SOP
